EVTM,NAME,QUALIFIER,LOCATION,LOCPAGE,ZONE,CONN_CELL,CONN_PAGE,HCCF_CELL,HCCF_PAGE,COLOR,TERMINAL,ITEMID_,SORT,FREQUENCY
EVK,C412,,"LH rear of cargo area, on backup lamps relay",009,A7,,,095,003,BK,5,,,
EVK,C413,,"LH rear of cargo area, on running lamp relay",009,A7,,,095,003,BK,5,,,
EVK,C415,,Bottom center of I/P,007,F10,,,,,,2,,,
EVK,C420,,Top LH side of rear door/liftgate header,007,A9,,,,,BK,2,,,
EVK,C456,,"Top of rear axle, on differential speed sensor (DSS)",008,F9,,,,,,2,,,
EVK,C457,,"Below rear of vehicle, on fuel pump/fuel gauge sender",008,F8,,,,,BK,4,,,
EVK,C458,,"In lower center of liftgate, on liftgate ajar switch",008,F10,,,,,BK,2,,,
EVK,C460,,"RH rear corner of cargo area, on liftgate washer pump motor",008,D10,,,,,BK,2,,,
EVK,C461,,"In center of liftgate, near liftgate wiper motor",008,D10,,,,,GY,3,,,
EVK,C463,,"In RH side of RH rear door, on license lamp",007,D10,,,,,BK,2,,,
EVK,C464,,"In lower LH corner of RH rear door, on right rear door ajar switch",008,E10,,,,,BK,2,,,
EVK,C465,,"In top of RH rear door, on right rear door lock motor",009,E10,,,,,GY,2,,,
EVK,C604,,"In top rear of RH front door, on right door handle switch",008,A7,,,,,BK,1,,,
EVK,C606,,"In rear of RH front door, on right front door lock motor",007,A6,,,,,GY,2,,,
EVK,C607,,"In lower front of RH front door, to right power window motor",007,A3,,,,,GY,2,,,
EVK,C608,,"In center of RH front door, on right window/door lock switch",007,A5,,,100,002,,9,,,
EVK,C804,,"In front of sliding door, on sliding door lock motor",007,A8,,,,,N,2,,,
EVK,C805,,"In rear of RH ""B"" pillar, on button connector",007,A5,,,,,BK,1,,,
EVK,C806,,"In rear of RH ""B"" pillar, on button connector",007,A5,,,,,BK,1,,,
EVK,C807,,"In front of sliding door, on button connector",007,A7,,,,,W,1,,,
EVK,C808,,"In front of sliding door, on button connector",007,A7,,,,,BR,1,,,
EVK,C809,,"In front of sliding door, on button connector",007,A7,,,,,BK,1,,,
EVK,C810,,"In front of sliding door, on button connector",007,A7,,,,,BK,1,,,
EVK,C903,,"Center front of roof, on dome and reading lamps",009,A3,,,,,GY,1,,,
EVK,C905,,"LH side of windshield header, on left vanity mirror lamp and switch",009,B1,,,,,N,1,,,
EVK,C906,,"RH side of windshield header, on right vanity mirror lamp and switch",009,A5,,,,,N,1,,,
EVK,C907,With reading lamp,"Center front of roof, on dome and reading lamp",009,A3,,,,,GY,1,,,
EVK,C907,Without reading lamp,"Center front of roof, on dome lamp",009,A4,,,,,,1,,,
EVK,C466,,LH rear of cargo area,009,A8,,,150,,,14,,,
EVK,C467,,"LH rear of vehicle, on left rear stop/side marker/turn lamp",009,F7,,,,,BK,3,,,
EVK,C468,,"RH rear of vehicle, on right rear stop/side marker/turn lamp",009,C10,,,,,BK,3,,,
EVK,C469,,"LH rear of vehicle, on left backup lamp",009,F8,,,,,BK,2,,,
EVK,C470,,"RH rear of vehicle, on right backup lamp",009,D10,,,,,BK,2,,,
EVK,C473,,"In center of liftgate, on left license lamp",009,F9,,,,,BK,2,,,
EVK,C474,,"In top part of RH rear door, on rear door latch switch",008,D10,,,,,GY,2,,,
EVK,C475,,"Top center of rear door/liftgate header, near cargo lamp",009,A9,,,,,GY,3,,,
EVK,C476,,"In center of liftgate, on right license lamp",009,D10,,,,,BK,2,,,
EVK,C477,,"On top RH side of liftgate window, on rear window defrost grid",007,B10,,,,,BK,1,,,
EVK,C478,,"LH rear corner of cargo area, front of LH ""D"" pillar, on courtesy lamp relay",009,B10,,,060,,,10,,,
EVK,C479,,"On top LH side of liftgate window, on rear window defrost grid",007,B10,,,,,BK,1,,,
EVK,C500,,"Behind LH cowl panel, near door grommet",007,F2,,,150,,,15,,,
EVK,C501,,In top rear of LH front door,008,C1,,,,,BK,2,,,
EVK,C502,,"In top front of LH front door, to left power mirror",007,B1,,,,,GY,3,,,
EVK,C503,,In center front of LH front door,007,E1,,,,,GY,3,,,
EVK,C504,,"In top rear of LH front door, on left door handle switch",008,C1,,,,,BK,1,,,
EVK,C506,,"In rear of LH front door, on left front door lock motor",007,D1,,,,,GY,2,,,
EVK,C507,,"In lower front of LH front door, to left power window motor",007,F2,,,,,GY,2,,,
EVK,C508,,"In center of LH front door, on master window/door lock switch",007,D1,,,100,002,,9,,,
EVK,C550,,"In front of LH front door, to power mirror switch",007,C1,,,124,002,GY,8,,,
EVK,C602,,"In top front of RH front door, to right power mirror",007,A4,,,,,GY,3,,,
EVK,C603,,In center front of RH front door,007,A4,,,,,GY,3,,,
