EVTM,NAME,QUALIFIER,PARTNO,LOCATION,CONN_NAME,LOCPAGE,ZONE,CONN_CELL,CONN_PAGE,HCCF_CELL,HCCF_PAGE,ITEMID_,FREQUENCY
EXN,Right Front Wheel 4WABS Sensor,4.0L SOHC,2C204,At right front wheel,C187,4,F2,,,,,,
EXN,Right Front Wheel 4WABS Sensor,5.0L,2C204,At right front wheel,C187,9,F2,,,,,,
EXN,Right Headlamp,4.0L EI,13005,Right front corner of vehicle,C131,1,F2,,,,,,
EXN,Right Headlamp,4.0L SOHC,13005,Right front corner of vehicle,C131,4,E1,,,,,,
EXN,Right Headlamp,5.0L,13005,Right front corner of vehicle,C131,7,F2,,,,,,
EXN,Right License Lamp,,13550,"Rear of vehicle, right side of license",C406,19,D10,,,,,,
EXN,Right Liftgate Ajar Switch,,NA,On right side of liftgate,C439,19,C10,,,,,,
EXN,Right Power Lumbar Motor,,NA,Under passenger seat,C354,14,A5,,,,,,
EXN,Right Power Lumbar Seat Switch,,NA,At right side of passenger seat,C356,14,B1,,,,,,
EXN,Right Rear Door Ajar Switch,,NA,Rear of right rear door,C812,17,B10,,,,,,
EXN,Right Rear Door Lock Motor,,14017,In right rear door,C800,17,C10,,,,,,
EXN,Right Rear Power Window Motor,,14632,In right rear door,C801,17,C10,,,,,,
EXN,Right Rear Power Window Switch,,14541,On right rear door trim panel,C802,17,A9,,,100,7,,
EXN,Right Rear Running Board Lamp,,NA,Near right rear tire on running board,C394,19,A8,,,,,,
EXN,Right Rear Sensor,,NA,Right rear of vehicle,C446,18,D10,,,,,,
EXN,Right Rear Speaker,2 Door,18947,Right side of vehicle,C329,16,B10,,,,,,
EXN,Right Rear Speaker,4 Door,18971,"Right side of vehicle, in rear door",C803,17,A10,,,,,,
EXN,Right Rear Stop/Park Lamp,,13200,Right rear corner of vehicle,C415,18,C10,,,,,,
EXN,Right Rear Turn Signal Lamp,,NA,Right rear corner of vehicle,C411,18,B10,,,,,,
EXN,Right Reversing Lamp,,13415,Right rear corner of vehicle,C416,18,C10,,,,,,
EXN,Right Vanity Mirror/Lamp Switch,,17C710,"Right side of vehicle, in visor",C303,16,A5,,,,,,
EXN,Roof Opening Panel Control Switch,,15B691,In overhead console,C900,16,A3,,,101,2,,
EXN,Roof Opening Panel Motor,,15790,Center rear of roof,C901,16,A2,,,,,,
EXN,Safety Belt Warning Switch,,14B177,In driver safety belt buckle,C324,17,F5,,,,,,
EXN,Shift Lock Actuator,,3E723,In steering column,C289,12,F6,,,,,,
EXN,Speed Control Servo,4.0L EI,9A825,Right rear of engine compartment,C171,2,A3,,,31,3,,
EXN,Speed Control Servo,4.0L SOHC,9A825,Right rear of engine compartment,C171,4,A2,,,31,3,,
EXN,Speed Control Servo,5.0L,9A825,Right rear of engine compartment,C171,7,A1,,,31,3,,
EXN,Starter Motor,4.0L EI,11000,Left front of engine compartment,C1007,1,F4,,,,,,
EXN,Starter Motor,4.0L SOHC,11000,Left front of engine compartment,C1007,,,,,,,,
